ticker,sector,industry,name,market_cap,quote_type,updated_at
MLM,Basic Materials,Building Materials,"Martin Marietta Materials, Inc.",37550845952.0,EQUITY,2026-01-02T11:36:11.218966
ENPH,Technology,Solar,"Enphase Energy, Inc.",4194053632.0,EQUITY,2026-01-02T11:36:20.846368
DLTR,Consumer Defensive,Discount Stores,"Dollar Tree, Inc.",25090084864.0,EQUITY,2026-01-02T11:36:35.461631
LULU,Consumer Cyclical,Apparel Retail,lululemon athletica inc.,24644012032.0,EQUITY,2026-01-02T11:36:26.538099
GE,Industrials,Aerospace & Defense,GE Aerospace,326647119872.0,EQUITY,2026-01-02T11:36:11.561451
KLAC,Technology,Semiconductor Equipment & Materials,KLA Corporation,160007225344.0,EQUITY,2026-01-02T11:36:28.184035
IBM,Technology,Information Technology Services,International Business Machines,276877901824.0,EQUITY,2026-01-02T11:36:31.269384
DIS,Communication Services,Entertainment,Walt Disney Company (The),204550930432.0,EQUITY,2026-01-02T11:36:44.687536
LOW,Consumer Cyclical,Home Improvement Retail,"Lowe's Companies, Inc.",135279058944.0,EQUITY,2026-01-02T11:36:30.495617
MS,Financial Services,Capital Markets,Morgan Stanley,283397488640.0,EQUITY,2026-01-02T11:36:12.950121
BRK.B,,,,,EQUITY,2026-01-02T11:36:48.307882
AZO,Consumer Cyclical,Auto Parts,"AutoZone, Inc.",56409681920.0,EQUITY,2026-01-02T11:36:49.746483
ES,Utilities,Utilities - Regulated Electric,Eversource Energy (D/B/A),25261486080.0,EQUITY,2026-01-02T11:36:19.882527
VRSK,Industrials,Consulting Services,"Verisk Analytics, Inc.",31252842496.0,EQUITY,2026-01-02T11:36:24.747798
PXD,,,,,NONE,2026-01-02T11:36:35.039045
ZBH,Healthcare,Medical Devices,"Zimmer Biomet Holdings, Inc.",17820485632.0,EQUITY,2026-01-02T11:36:09.854572
DLR,Real Estate,REIT - Specialty,"Digital Realty Trust, Inc.",54102794240.0,EQUITY,2026-01-02T11:36:46.241942
RING,Precious Metals,Exchange Traded Fund,iShares MSCI Global Gold Miners,846859968.0,ETF,2026-01-02T11:36:18.756374
OXY,Energy,Oil & Gas E&P,Occidental Petroleum Corporatio,40511852544.0,EQUITY,2026-01-02T11:36:42.887054
WELL,Real Estate,REIT - Healthcare Facilities,Welltower Inc.,127389351936.0,EQUITY,2026-01-02T11:36:52.044163
XLP,ETF - Other,Exchange Traded Fund,State Street Consumer Staples S,16326161408.0,ETF,2026-01-02T11:36:45.227326
KGC,Basic Materials,Gold,Kinross Gold Corporation,34426265600.0,EQUITY,2026-01-02T11:36:43.848840
WDAY,Technology,Software - Application,"Workday, Inc.",57346260992.0,EQUITY,2026-01-02T11:36:16.393083
WEC,Utilities,Utilities - Regulated Electric,"WEC Energy Group, Inc.",34305529856.0,EQUITY,2026-01-02T11:36:40.334207
SMCI,Technology,Computer Hardware,"Super Micro Computer, Inc.",17473345536.0,EQUITY,2026-01-02T11:36:48.673453
FCX,Basic Materials,Copper,"Freeport-McMoRan, Inc.",72930918400.0,EQUITY,2026-01-02T11:36:35.547575
MSFT,Technology,Software - Infrastructure,Microsoft Corporation,3594827857920.0,EQUITY,2026-01-02T11:36:32.914618
PDD,Consumer Cyclical,Internet Retail,PDD Holdings Inc.,160973717504.0,EQUITY,2026-01-02T11:36:36.082707
ADBE,Technology,Software - Application,Adobe Inc.,148465745920.0,EQUITY,2026-01-02T11:36:29.903886
CEG,Utilities,Utilities - Independent Power Producers,Constellation Energy Corporatio,110363508736.0,EQUITY,2026-01-02T11:36:42.566616
PANW,Technology,Software - Infrastructure,"Palo Alto Networks, Inc.",128387399680.0,EQUITY,2026-01-02T11:36:45.590882
NKE,Consumer Cyclical,Footwear & Accessories,"Nike, Inc.",94176206848.0,EQUITY,2026-01-02T11:36:20.912074
GOOGL,Communication Services,Internet Content & Information,Alphabet Inc.,3791094022144.0,EQUITY,2026-01-02T11:36:24.992216
NXE,Energy,Uranium,Nexgen Energy Ltd.,6021961728.0,EQUITY,2026-01-02T11:36:33.006729
TMO,Healthcare,Diagnostics & Research,Thermo Fisher Scientific Inc,217704038400.0,EQUITY,2026-01-02T11:36:18.689933
MPC,Energy,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,49442824192.0,EQUITY,2026-01-02T11:36:27.277184
FDX,Industrials,Integrated Freight & Logistics,FedEx Corporation,68158091264.0,EQUITY,2026-01-02T11:36:45.001511
COST,Consumer Defensive,Discount Stores,Costco Wholesale Corporation,382842503168.0,EQUITY,2026-01-02T11:36:26.383909
PH,Industrials,Specialty Industrial Machinery,Parker-Hannifin Corporation,111227183104.0,EQUITY,2026-01-02T11:36:33.398264
XPEV,Consumer Cyclical,Auto Manufacturers,XPeng Inc.,19346339840.0,EQUITY,2026-01-02T11:36:44.542346
SNOW,Technology,Software - Application,Snowflake Inc.,75064991744.0,EQUITY,2026-01-02T11:36:42.040232
TSLA,Consumer Cyclical,Auto Manufacturers,"Tesla, Inc.",1495687364608.0,EQUITY,2026-01-02T11:36:37.596904
MRNA,Healthcare,Biotechnology,"Moderna, Inc.",11522735104.0,EQUITY,2026-01-02T11:36:20.991141
BMY,Healthcare,Drug Manufacturers - General,Bristol-Myers Squibb Company,109808517120.0,EQUITY,2026-01-02T11:36:21.137634
ANSS,,,,,,2026-01-02T11:36:18.441145
AMD,Technology,Semiconductors,"Advanced Micro Devices, Inc.",348661383168.0,EQUITY,2026-01-02T11:36:32.482397
KHC,Consumer Defensive,Packaged Foods,The Kraft Heinz Company,28703647744.0,EQUITY,2026-01-02T11:36:49.819231
MCD,Consumer Cyclical,Restaurants,McDonald's Corporation,218098925568.0,EQUITY,2026-01-02T11:36:09.573265
PAYX,Technology,Software - Application,"Paychex, Inc.",40268967936.0,EQUITY,2026-01-02T11:36:10.288420
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,Zoetis Inc.,55761346560.0,EQUITY,2026-01-02T11:36:46.838138
AMAT,Technology,Semiconductor Equipment & Materials,"Applied Materials, Inc.",204729122816.0,EQUITY,2026-01-02T11:36:25.750848
ELV,Healthcare,Healthcare Plans,"Elevance Health, Inc.",78936252416.0,EQUITY,2026-01-02T11:36:31.367269
ZS,Technology,Software - Infrastructure,"Zscaler, Inc.",35868262400.0,EQUITY,2026-01-02T11:36:47.562362
TFC,Financial Services,Banks - Regional,Truist Financial Corporation,63453102080.0,EQUITY,2026-01-02T11:36:44.411526
SLV,Precious Metals,Exchange Traded Fund,iShares Silver Trust,21996208128.0,ETF,2026-01-02T11:36:29.376716
MDLZ,Consumer Defensive,Confectioners,"Mondelez International, Inc.",69653086208.0,EQUITY,2026-01-02T11:36:41.814169
XLV,Healthcare,Exchange Traded Fund,State Street Health Care Select,30559844352.0,ETF,2026-01-02T11:36:45.676435
BKR,Energy,Oil & Gas Equipment & Services,Baker Hughes Company,44937682944.0,EQUITY,2026-01-02T11:36:27.402412
DNN,Energy,Uranium,Denison Mines Corp,2386792960.0,EQUITY,2026-01-02T11:36:12.655554
EQR,Real Estate,REIT - Residential,Equity Residential,24810141696.0,EQUITY,2026-01-02T11:36:30.325950
CDE,Basic Materials,Gold,"Coeur Mining, Inc.",11450513408.0,EQUITY,2026-01-02T11:36:35.219384
PFE,Healthcare,Drug Manufacturers - General,"Pfizer, Inc.",141574127616.0,EQUITY,2026-01-02T11:36:28.831369
UPS,Industrials,Integrated Freight & Logistics,"United Parcel Service, Inc.",84151369728.0,EQUITY,2026-01-02T11:36:09.379143
CME,Financial Services,Financial Data & Stock Exchanges,CME Group Inc.,98472583168.0,EQUITY,2026-01-02T11:36:22.565458
ON,Technology,Semiconductors,ON Semiconductor Corporation,22145941504.0,EQUITY,2026-01-02T11:36:13.754739
MDB,Technology,Software - Infrastructure,"MongoDB, Inc.",34159308800.0,EQUITY,2026-01-02T11:36:31.118818
VZ,Communication Services,Telecom Services,Verizon Communications Inc.,171735007232.0,EQUITY,2026-01-02T11:36:43.915313
RTX,Industrials,Aerospace & Defense,RTX Corporation,245897576448.0,EQUITY,2026-01-02T11:36:23.451738
TAN,ETF - Other,Exchange Traded Fund,Invesco Solar ETF,,ETF,2026-01-02T11:36:37.949428
SPY,Broad Market ETF,Exchange Traded Fund,SPDR S&P 500,625853923328.0,ETF,2026-01-02T11:36:52.325454
UNH,Healthcare,Healthcare Plans,UnitedHealth Group Incorporated,299026350080.0,EQUITY,2026-01-02T11:36:20.597912
CVS,Healthcare,Healthcare Plans,CVS Health Corporation,100742160384.0,EQUITY,2026-01-02T11:36:34.910287
VLO,Energy,Oil & Gas Refining & Marketing,Valero Energy Corporation,50570993664.0,EQUITY,2026-01-02T11:36:09.744648
O,Real Estate,REIT - Retail,Realty Income Corporation,51855089664.0,EQUITY,2026-01-02T11:36:25.060516
GLD,Precious Metals,Exchange Traded Fund,SPDR Gold Shares,103159488512.0,ETF,2026-01-02T11:36:23.533271
SILJ,Precious Metals,Exchange Traded Fund,Amplify Junior Silver Miners ET,,ETF,2026-01-02T11:36:30.626754
RUN,Technology,Solar,Sunrun Inc.,4269569536.0,EQUITY,2026-01-02T11:36:40.257545
HD,Consumer Cyclical,Home Improvement Retail,"Home Depot, Inc. (The)",342555525120.0,EQUITY,2026-01-02T11:36:29.297163
TRUE,Communication Services,Internet Content & Information,"TrueCar, Inc.",201004512.0,EQUITY,2026-01-02T11:36:40.174953
TWLO,Technology,Software - Infrastructure,Twilio Inc.,21824395264.0,EQUITY,2026-01-02T11:36:49.885007
DTE,Utilities,Utilities - Regulated Electric,DTE Energy Company,26786953216.0,EQUITY,2026-01-02T11:36:47.494574
GILD,Healthcare,Drug Manufacturers - General,"Gilead Sciences, Inc.",152296636416.0,EQUITY,2026-01-02T11:36:13.845943
SPLK,,,,,NONE,2026-01-02T11:36:19.358444
MA,Financial Services,Credit Services,Mastercard Incorporated,516082270208.0,EQUITY,2026-01-02T11:36:25.498254
GS,Financial Services,Capital Markets,"Goldman Sachs Group, Inc. (The)",266091839488.0,EQUITY,2026-01-02T11:36:34.026595
KR,Consumer Defensive,Grocery Stores,Kroger Company (The),41404133376.0,EQUITY,2026-01-02T11:36:25.636267
MAR,Consumer Cyclical,Lodging,Marriott International,84217069568.0,EQUITY,2026-01-02T11:36:48.445058
COIN,Financial Services,Financial Data & Stock Exchanges,"Coinbase Global, Inc. - 3",60980371456.0,EQUITY,2026-01-02T11:36:19.963504
DVN,Energy,Oil & Gas E&P,Devon Energy Corporation,23252723712.0,EQUITY,2026-01-02T11:36:26.285436
FTNT,Technology,Software - Infrastructure,"Fortinet, Inc.",60849188864.0,EQUITY,2026-01-02T11:36:48.171126
XLI,ETF - Other,Exchange Traded Fund,State Street Industrial Select ,21193424896.0,ETF,2026-01-02T11:36:49.616117
IWM,Broad Market ETF,Exchange Traded Fund,iShares Russell 2000 ETF,69183266816.0,ETF,2026-01-02T11:36:38.317711
KMB,Consumer Defensive,Household & Personal Products,Kimberly-Clark Corporation,33484697600.0,EQUITY,2026-01-02T11:36:13.446226
EOG,Energy,Oil & Gas E&P,"EOG Resources, Inc.",57334767616.0,EQUITY,2026-01-02T11:36:48.377716
INTU,Technology,Software - Application,Intuit Inc.,184417730560.0,EQUITY,2026-01-02T11:36:47.035655
LEN,Consumer Cyclical,Residential Construction,Lennar Corporation,25388613632.0,EQUITY,2026-01-02T11:36:36.329452
BKNG,Consumer Cyclical,Travel Services,Booking Holdings Inc. Common St,173565640704.0,EQUITY,2026-01-02T11:36:17.927359
NSC,Industrials,Railroads,Norfolk Southern Corporation,64784908288.0,EQUITY,2026-01-02T11:36:18.838089
PPL,Utilities,Utilities - Regulated Electric,PPL Corporation,25905668096.0,EQUITY,2026-01-02T11:36:27.572323
HUM,Healthcare,Healthcare Plans,Humana Inc.,30805542912.0,EQUITY,2026-01-02T11:36:33.556647
REGN,Healthcare,Biotechnology,"Regeneron Pharmaceuticals, Inc.",81808523264.0,EQUITY,2026-01-02T11:36:39.726083
SGOL,Precious Metals,Exchange Traded Fund,abrdn Physical Gold Shares ETF,,ETF,2026-01-02T11:36:46.168842
GDX,Precious Metals,Exchange Traded Fund,VanEck Gold Miners ETF,,ETF,2026-01-02T11:36:14.804468
BA,Industrials,Aerospace & Defense,Boeing Company (The),170020421632.0,EQUITY,2026-01-02T11:36:50.321389
URA,Energy,Exchange Traded Fund,Global X Uranium ETF,,ETF,2026-01-02T11:36:36.161315
OKTA,Technology,Software - Infrastructure,"Okta, Inc.",15325097984.0,EQUITY,2026-01-02T11:36:23.269542
AMT,Real Estate,REIT - Specialty,American Tower Corporation (REI,82210873344.0,EQUITY,2026-01-02T11:36:32.636615
PAAS,Basic Materials,Gold,Pan American Silver Corp.,21866256384.0,EQUITY,2026-01-02T11:36:35.294546
TRV,Financial Services,Insurance - Property & Casualty,"The Travelers Companies, Inc.",65302319104.0,EQUITY,2026-01-02T11:36:46.340218
SCHW,Financial Services,Capital Markets,Charles Schwab Corporation (The,181358575616.0,EQUITY,2026-01-02T11:36:42.118239
PM,Consumer Defensive,Tobacco,Philip Morris International Inc,249684836352.0,EQUITY,2026-01-02T11:36:20.781547
SYY,Consumer Defensive,Food Distribution,Sysco Corporation,35287273472.0,EQUITY,2026-01-02T11:36:42.495307
BBBY,,,"Bed Bath & Beyond, Inc.",375914144.0,EQUITY,2026-01-02T11:36:14.191967
JD,Consumer Cyclical,Internet Retail,"JD.com, Inc.",42344157184.0,EQUITY,2026-01-02T11:36:10.027896
EMR,Industrials,Specialty Industrial Machinery,Emerson Electric Company,74628734976.0,EQUITY,2026-01-02T11:36:44.103931
ILMN,Healthcare,Diagnostics & Research,"Illumina, Inc.",20159293440.0,EQUITY,2026-01-02T11:36:17.392314
SIL,Precious Metals,Exchange Traded Fund,Global X Silver Miners ETF,,ETF,2026-01-02T11:36:49.236879
ORLY,Consumer Cyclical,Auto Parts,"O'Reilly Automotive, Inc.",77166608384.0,EQUITY,2026-01-02T11:36:14.513217
EA,Communication Services,Electronic Gaming & Multimedia,Electronic Arts Inc.,51104186368.0,EQUITY,2026-01-02T11:36:10.646222
AEM,Basic Materials,Gold,Agnico Eagle Mines Limited,85111955456.0,EQUITY,2026-01-02T11:36:11.468199
CRWD,Technology,Software - Infrastructure,"CrowdStrike Holdings, Inc.",118173663232.0,EQUITY,2026-01-02T11:36:26.818656
